data_dictionary_category;data_item;frequency;publication_time;unit_of_measure;created_by;last_updated_by;new_existing_renamed
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - 12 to 18 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - 18 to 24 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - 18 to 24 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - 6 to 12 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - 6 to 12 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - D-1, Buy;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc Rough - D-1, Sell;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 0 to 6 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 0 to 6 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 12 to 18 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 12 to 18 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 18 to 24 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 18 to 24 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 6 to 12 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - 6 to 12 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - D-1, Buy;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc St Fergus - D-1, Sell;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 0 to 6 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 0 to 6 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 12 to 18 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 12 to 18 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 18 to 24 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 18 to 24 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 6 to 12 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - 6 to 12 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - D-1, Buy;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc Teesside - D-1, Sell;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 0 to 6 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 0 to 6 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 12 to 18 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 12 to 18 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 18 to 24 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 18 to 24 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 6 to 12 hours of Gas Day, Buy;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - 6 to 12 hours of Gas Day, Sell;Daily;12:00;£;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - D-1, Buy;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - Loc Theddlethorpe - D-1, Sell;Daily;12:00;£;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 0 to 6 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 0 to 6 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 12 to 18 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 12 to 18 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 18 to 24 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 18 to 24 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 6 to 12 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - 6 to 12 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - D-1, Buy;Daily;12:00;£;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - NBP Physical - D-1, Sell;Daily;12:00;£;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 0 to 6 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 0 to 6 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 12 to 18 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 12 to 18 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 18 to 24 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 18 to 24 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 6 to 12 hours of Gas Day, Buy;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - 6 to 12 hours of Gas Day, Sell;Daily;12:00;£;rajesh.kukadia;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - D-1, Buy;Daily;12:00;£;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Cost - NBP Title - D-1, Sell;Daily;12:00;£;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 0 to 6 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 0 to 6 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 12 to 18 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 12 to 18 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 18 to 24 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 18 to 24 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 6 to 12 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - 6 to 12 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - D-1, Buy;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton - D-1, Sell;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 0 to 6 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 0 to 6 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 12 to 18 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 12 to 18 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 18 to 24 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 18 to 24 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 6 to 12 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - 6 to 12 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - D-1, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton IPs - D-1, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 0 to 6 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 0 to 6 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 12 to 18 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 12 to 18 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 18 to 24 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 18 to 24 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 6 to 12 hours of Gas Day, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - 6 to 12 hours of Gas Day, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - D-1, Buy;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - LOC Bacton UKCS - D-1, Sell;Daily;12:00;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 0 to 6 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 0 to 6 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 12 to 18 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 12 to 18 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 18 to 24 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 18 to 24 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 6 to 12 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - 6 to 12 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - D-1, Buy;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Barrow - D-1, Sell;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 0 to 6 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 0 to 6 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 12 to 18 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 12 to 18 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 18 to 24 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 18 to 24 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 6 to 12 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - 6 to 12 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - D-1, Buy;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Demand Site - D-1, Sell;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 0 to 6 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 0 to 6 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 12 to 18 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 12 to 18 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 18 to 24 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 18 to 24 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 6 to 12 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - 6 to 12 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - D-1, Buy;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Easington - D-1, Sell;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 0 to 6 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 0 to 6 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 12 to 18 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 12 to 18 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 18 to 24 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 18 to 24 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 6 to 12 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - 6 to 12 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - D-1, Buy;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc Hornsea - D-1, Sell;Daily;12:00;GWh;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Balancing Summary - Balancing Action Quantity - Loc LNG - 0 to 6 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc LNG - 0 to 6 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc LNG - 12 to 18 hours of Gas Day, Buy;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
Balancing;Balancing Summary - Balancing Action Quantity - Loc LNG - 12 to 18 hours of Gas Day, Sell;Daily;12:00;GWh;MIPI;MIPIEU2015;Renamed DI as part of EU2015
